repo,url,stars,forks,open_issues,github_language,created_at,pushed_at,license,topics,via,description,is_agent,agent_verdict,agent_type,agent_confidence,agent_evidence_tier,has_llm,has_agent_loop,has_tool_calling,has_mcp,has_workflow,has_multi_agent,has_memory,has_streaming,effect_depth,effect_evidence,effect_deps,effect_capabilities,uses_effect_ai,effect_files
withastro/flue,https://github.com/withastro/flue,8208,488,58,TypeScript,2026-02-07T22:27:04Z,2026-09-12T13:09:13Z,Apache-2.0,,"TypeScript:""agent framework""|TypeScript:agent:stars>=600",The sandbox agent framework.,true,agent,multi-agent,0.77,paths,true,true,true,false,true,true,false,true,L0,manifest-full,,,false,0
webiny/webiny-js,https://github.com/webiny/webiny-js,8036,674,358,TypeScript,2018-01-09T13:09:44Z,2026-09-12T13:11:12Z,NOASSERTION,ai-assisted-development|aws|aws-lambda|cms|graphql|headless-cms|lambda|lambda-functions|mcp|multi-tenant|nextjs|nodejs|open-source|react|serverless|serverless-architectures|typescript|white-label,TypeScript:mcp,"Open-source, self-hosted CMS platform on AWS serverless (Lambda, DynamoDB, S3). TypeScript framework with multi-tenancy, lifecycle hooks, GraphQL API, and AI-assisted development via MCP server. Built for developers at large organizations.",true,agent,mcp-agent,0.85,manifest,true,true,true,true,true,true,false,true,L0,manifest-full,,,false,0
vercel-labs/deepsec,https://github.com/vercel-labs/deepsec,7954,481,67,TypeScript,2026-04-30T16:16:11Z,2026-09-04T14:49:41Z,Apache-2.0,,TypeScript:agent:stars>=600|TypeScript:harness,Deepsec is a security harness for finding vulnerabilities in your codebase powered by coding agents,true,agent,coding-agent,0.92,manifest,true,true,true,false,false,false,false,true,L0,manifest-full,,,false,0
gsd-build/gsd-2,https://github.com/gsd-build/gsd-2,7773,761,18,TypeScript,2026-03-11T04:28:49Z,2026-05-22T23:08:59Z,MIT,context-engineering|meta-prompting|spec-driven-development,TypeScript:agent:stars>=600,"A powerful meta-prompting, context engineering and spec-driven development system that enables agents to work for long periods of time autonomously without losing track of the big picture",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,true,true,L0,manifest-full,,,false,0
logancyang/obsidian-copilot,https://github.com/logancyang/obsidian-copilot,7709,738,114,TypeScript,2023-03-31T00:15:29Z,2026-09-13T21:13:38Z,AGPL-3.0,ai|aiagent|chatgpt|copilot|obsidian-plugin,TypeScript:copilot,THE Copilot in Obsidian,true,agent,single-agent,0.97,manifest,true,true,true,false,false,false,true,true,L0,manifest-full,,,false,0
aidenybai/react-grab,https://github.com/aidenybai/react-grab,7616,340,155,TypeScript,2025-10-17T10:08:55Z,2026-08-22T11:34:22Z,MIT,ai|coding|react|react-grab,TypeScript:agent:stars>=600,Copy any UI element for your agent,true,agent,single-agent,0.72,paths,true,true,true,false,false,false,false,true,L0,manifest-full,,,false,0
mnfst/llm-gateway,https://github.com/mnfst/llm-gateway,7523,508,101,TypeScript,2022-09-27T16:33:35Z,2026-09-13T20:49:11Z,MIT,ai|ai-|ai-sdk|anthropic|byok|cost-tracking|gateway|hermes-agent|llm-observability|llm-router|open-source|openai-api|openclaw|subscription|token-tracking,TypeScript:agent:stars>=600|TypeScript:harness|TypeScript:llm,Connect Your Agents And Harnesses With Any Provider 🦚,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
refly-ai/refly,https://github.com/refly-ai/refly,7516,724,97,TypeScript,2024-02-19T11:04:30Z,2026-07-29T05:25:23Z,NOASSERTION,agent|agent-skills|automation|claude|clawdbot|codex|cursor|lark-bot|lovable|n8n-alternative|skills|skills-builder|slack|slack-bot|vibe-coding|vibe-workflow|workflow,TypeScript:agent:stars>=600|TypeScript:workflow,"The first open-source agent skills builder. Define skills by vibe workflow, run on Claude Code, Cursor, Codex & more. Build Clawdbot 🦞· APIs for Lovable · Bots for Slack & Lark/Feishu · Skills are infrastructure, not prompts.",true,agent,workflow-agent,0.85,manifest,true,true,true,true,true,false,true,true,L0,manifest-full,,,false,0
trailhq/Graft,https://github.com/trailhq/Graft,7506,681,141,TypeScript,2026-07-03T13:44:21Z,2026-09-13T17:17:32Z,MIT,ai-agents|anthropic|claude-code|cli|code-graph|codex|context-engineering|cursor|developer-tools|gemini|knowledge-graph|llm|mcp|mcp-server|open-source|openai|tree-sitter,TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:mcp,"Turbocharge Claude Code, Cursor, Codex, Gemini & every coding agent: faster, cheaper, with contextual understanding specific to your codebase.",true,agent,coding-agent,0.85,manifest,true,false,true,true,true,false,false,false,L0,manifest-full,,,false,0
cloudflare/agentic-inbox,https://github.com/cloudflare/agentic-inbox,7474,953,48,TypeScript,2026-04-10T00:26:27Z,2026-04-23T21:04:17Z,Apache-2.0,,"TypeScript:""AI agent""|TypeScript:agent:stars>=600","A self-hosted email client with an AI agent, running entirely on Cloudflare Workers",true,agent,single-agent,0.97,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
MoonshotAI/kimi-code,https://github.com/MoonshotAI/kimi-code,7356,1185,1357,TypeScript,2026-05-22T08:02:03Z,2026-09-13T15:10:05Z,MIT,,TypeScript:agent:stars>=600,Kimi Code CLI  —  The Starting Point for Next-Gen Agents,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,true,true,true,L0,manifest-full,,,false,0
ChatLab/ChatLab,https://github.com/ChatLab/ChatLab,7351,1509,15,TypeScript,2025-11-26T05:54:26Z,2026-09-12T15:49:33Z,AGPL-3.0,ai-agent|chat-analyzer|chat-history|data-analysis|data-visualization|harness,TypeScript:harness,Local-first chat history analyzer with AI. | 本地优先的 AI 聊天记录分析工具,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,true,true,L0,manifest-full,,,false,0
AgentDeskAI/browser-tools-mcp,https://github.com/AgentDeskAI/browser-tools-mcp,7318,532,2,TypeScript,2025-02-10T09:20:38Z,2026-08-12T16:48:04Z,MIT,ai|anthropic|cursor|mcp|mcp-server,TypeScript:mcp,Monitor browser logs directly from Cursor and other MCP compatible IDEs.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
craft-ai-agents/craft-agents-oss,https://github.com/craft-ai-agents/craft-agents-oss,7177,1061,506,TypeScript,2026-01-19T10:35:59Z,2026-09-07T18:32:40Z,Apache-2.0,,TypeScript:agent:stars>=600,,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
TraderAlice/OpenAlice,https://github.com/TraderAlice/OpenAlice,7063,1124,71,TypeScript,2026-02-18T16:42:55Z,2026-09-13T14:16:59Z,AGPL-3.0,,TypeScript:agent:stars>=600,"Your one-person Wall Street. An AI trading agent covering equities, crypto, commodities, forex, and macro — from research through position entry, ongoing management, to exit.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
chaitanyagiri/munder-difflin,https://github.com/chaitanyagiri/munder-difflin,7045,918,161,TypeScript,2026-05-31T15:25:05Z,2026-09-11T07:49:52Z,MIT,agent-orchestration|agents|ai-agents|autonomous-agents|claude-code|codex|desktop-app|electron|free|gemini-cli|harness|harness-engineering|local-first|memory|multi-agent|opencode|orchestration|typescript,TypeScript:agent:stars>=600|TypeScript:harness|TypeScript:multi-agent,"A local multi-agent harness that works with your existing Claude Code, Codex subscriptions, allows you to run an office of agents",true,agent,multi-agent,0.83,paths,true,true,true,true,false,true,true,false,L0,manifest-full,,,false,0
apify/apify-mcp-server,https://github.com/apify/apify-mcp-server,7021,264,156,TypeScript,2025-01-02T15:43:09Z,2026-09-13T19:54:17Z,MIT,agents|ai|mcp|mcp-server,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:mcp","The Apify MCP server enables your AI agents to extract data from social media, search engines, maps, e-commerce sites, or any other website using thousands of ready-made scrapers, crawlers, and automation tools available on the Apify Store.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
superdesigndev/superdesign,https://github.com/superdesigndev/superdesign,6975,744,76,TypeScript,2025-06-20T05:34:47Z,2026-06-29T04:55:32Z,NOASSERTION,,TypeScript:agent:stars>=600,AI Product Design Agent - Open Source,true,agent,single-agent,0.8,manifest,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
open-multi-agent/open-multi-agent,https://github.com/open-multi-agent/open-multi-agent,6918,2434,8,TypeScript,2026-03-31T19:07:34Z,2026-09-12T18:39:46Z,MIT,agent-framework|agent-orchestration|agentic-ai|ai-agents|ai-governance|anthropic|claude|claude-code|deepseek|gemini|llm|local-llm|mcp|multi-agent|observability|ollama|openai|self-hosted|typescript,"TypeScript:""agent runtime""|TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:mcp|TypeScript:multi-agent","Self-hosted TypeScript agent runtime with durable approvals and verifiable run records. Own it, approve it, audit it.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,true,true,true,L0,manifest-full,,,false,0
stagewise-io/stagewise,https://github.com/stagewise-io/stagewise,6814,505,25,TypeScript,2025-04-26T12:43:16Z,2026-09-11T04:08:28Z,AGPL-3.0,agent|agent-orchestration|ide,TypeScript:agent:stars>=600|TypeScript:workflow,"The Open Source Agentic IDE. Create and orchestrate coding agents, show app previews and run git workflows. Use your favorite models across all providers.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,true,true,L0,manifest-full,,,false,0
miuuyy/codex-chatgpt-web,https://github.com/miuuyy/codex-chatgpt-web,6798,616,63,TypeScript,2026-07-26T13:04:44Z,2026-09-08T10:59:49Z,MIT,chatgpt|chatgpt-pro|codex|free-ai|mcp|openai|playwright|quickstart|responses-api|typescript,TypeScript:mcp,"Use ChatGPT Web (including Pro) as a native model in Codex — with context, tools, streaming and images, without using Codex quota.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
superagent-ai/superagent,https://github.com/superagent-ai/superagent,6746,963,17,TypeScript,2023-05-10T18:50:39Z,2026-08-25T09:45:01Z,MIT,ai|anthropic|guardrails|llm|openai|prompt-injection|security,TypeScript:llm,"Superagent protects your AI applications against prompt injections, data leaks, and harmful outputs. Embed safety directly into your app and prove compliance to your customers.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
MrLesk/Backlog.md,https://github.com/MrLesk/Backlog.md,6721,409,55,TypeScript,2025-06-04T19:43:33Z,2026-09-12T12:10:16Z,MIT,agent|agentic-ai|management|markdown|project|task-manager|tasks,"TypeScript:""AI agent""|TypeScript:agent:stars>=600",Backlog.md - A tool for managing project collaboration between humans and AI Agents in a git ecosystem,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,false,false,L0,manifest-full,,,false,0
genspark-ai/genoffice,https://github.com/genspark-ai/genoffice,6683,891,28,TypeScript,2026-07-31T09:40:58Z,2026-09-14T02:55:55Z,Apache-2.0,ai|ai-agent|ai-office|byok|docx|excel|libreoffice-alternative|local-first|markdown-editor|microsoft-office|microsoft-office-alternative|office-suite|pdf-converter|pdf-editor|pdf-to-word|powerpoint|pptx|spreadsheet|word-processor|xlsx,"TypeScript:""AI agent""|TypeScript:agent:stars>=600","Free, open-source AI Office suite: Docs, Sheets, Slides, PDF, Markdown and HTML editors with a built-in AI agent. Edits real .docx/.xlsx/.pptx files, converts PDF to Word on-device, bring your own key. macOS, Windows & Linux.",true,agent,workflow-agent,0.77,paths,true,true,true,false,true,false,false,true,L0,manifest-full,,,false,0
liliMozi/openhanako,https://github.com/liliMozi/openhanako,6551,569,1026,TypeScript,2026-03-15T07:01:45Z,2026-08-27T23:18:20Z,Apache-2.0,,"TypeScript:""AI agent""|TypeScript:agent:stars>=600","A personal AI agent with memory, personality, and autonomy.",true,agent,workflow-agent,0.83,paths,true,true,true,true,true,false,true,true,L0,manifest-full,,,false,0
basketikun/infinite-canvas,https://github.com/basketikun/infinite-canvas,6480,1639,16,TypeScript,2026-05-18T23:45:50Z,2026-09-07T08:46:51Z,MIT,,TypeScript:agent:stars>=600,面向 AI 创作的开源无限画布工作台，集成 AI 生图、参考图编辑、视频生成、Agent 智能助手、画布编排、对话创作、提示词库与素材管理等能力，支持可视化创作流程与多 Agent 协同工作。兼容 OpenAI 接口生态，支持 chatgpt2api、grok2api、flow2api、newapi 等渠道接入。,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,false,false,L0,manifest-full,,,false,0
josStorer/RWKV-Runner,https://github.com/josStorer/RWKV-Runner,6474,603,178,TypeScript,2023-05-05T04:21:56Z,2026-09-04T13:37:10Z,MIT,api|api-client|chatgpt|llm|rwkv|tool|wails,TypeScript:llm,"A RWKV management and startup tool, full automation, only 8MB. And provides an interface compatible with the OpenAI API. RWKV is a large language model that is fully open source and available for commercial use.",true,agent,single-agent,0.72,paths,true,true,true,false,false,false,false,true,L0,manifest-full,,,false,0
op7418/CodePilot,https://github.com/op7418/CodePilot,6458,694,414,TypeScript,2026-02-06T12:38:55Z,2026-09-05T10:07:21Z,NOASSERTION,ai|anthropic|claude|claude-code|desktop-app|electron|gui|nextjs,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:mcp|TypeScript:multi-agent","A multi-model AI agent desktop client — connect any AI provider, extend with MCP & skills, control from your phone. Built with Electron + Next.js.",true,agent,mcp-agent,0.97,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
genkit-ai/genkit,https://github.com/genkit-ai/genkit,6435,840,737,TypeScript,2024-04-29T22:04:42Z,2026-09-12T21:25:40Z,Apache-2.0,agents|ai|embedders|genkit|llm|multimodal|rag|vector-database,TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:rag,"Open-source framework for building agentic apps in JavaScript, Go, Dart, and Python, built and used in production by Google",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,true,false,true,L0,manifest-full,,,false,0
getsentry/XcodeBuildMCP,https://github.com/getsentry/XcodeBuildMCP,6377,316,24,TypeScript,2025-03-09T17:31:18Z,2026-09-11T03:39:14Z,MIT,mcp|mcp-server|model-context-protocol|model-context-protocol-servers|tag-non-production|xcode|xcodebuild,TypeScript:agent:stars>=600|TypeScript:mcp,A Model Context Protocol (MCP) server and CLI that provides tools for agent use when working on iOS and macOS projects.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
agegr/pi-web,https://github.com/agegr/pi-web,6327,872,99,TypeScript,2026-03-22T13:46:04Z,2026-09-11T15:05:44Z,MIT,,TypeScript:agent:stars>=600,Web UI for the pi coding agent,true,agent,coding-agent,0.72,paths,true,true,true,false,false,false,false,true,L0,manifest-full,,,false,0
ThinkInAIXYZ/deepchat,https://github.com/ThinkInAIXYZ/deepchat,6317,732,5,TypeScript,2025-02-14T01:56:51Z,2026-09-14T02:52:50Z,Apache-2.0,agent|agent-skills|ai|ai-assistant|ai-sdk|chatgpt|claude|cross-platform|deepseek|electron|gemini|harness-design|hermes-agent|llm-client|mcp|mcp-client|openai-client|openclaw,TypeScript:agent:stars>=600|TypeScript:mcp,🐬DeepChat - A smart assistant that connects powerful AI to your personal world,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,true,true,L0,manifest-full,,,false,0
KunAgent/Kun,https://github.com/KunAgent/Kun,6310,593,5,TypeScript,2026-05-21T13:22:06Z,2026-09-14T02:53:06Z,NOASSERTION,agentic-workflow|ai-agent|ai-assistant|ai-design|automation|coding-agent|deepseek|desktop-app|electron|llm|local-first|mcp|multi-agent|openai-compatible|productivity|react|tui|typescript|writing-assistant,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:mcp|TypeScript:multi-agent","Local-first AI agent workspace for coding, writing, design, research, and automation — one runtime for desktop GUI and TUI.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,true,true,L0,manifest-full,,,false,0
builderz-labs/mission-control,https://github.com/builderz-labs/mission-control,6215,79,34,TypeScript,2026-02-13T04:06:19Z,2026-09-14T00:24:39Z,MIT,agent-observability|agent-operations|agent-orchestration|ai-agents|claude-code|codex|developer-tools|mcp|nextjs|open-source|openclaw|self-hosted|sqlite|task-management|typescript,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:mcp","Self-hosted control plane for AI agents: dispatch tasks, review runs, track spend, and operate OpenClaw, Claude Code, Codex, and other runtimes.",true,agent,agent-runtime,0.77,paths,true,true,false,false,true,false,true,true,L0,manifest-full,,,false,0
Helicone/helicone,https://github.com/Helicone/helicone,6154,668,156,TypeScript,2023-01-31T22:34:44Z,2026-09-13T21:07:49Z,Apache-2.0,agent-monitoring|analytics|evaluation|gpt|langchain|large-language-models|llama-index|llm|llm-cost|llm-evaluation|llm-observability|llmops|monitoring|open-source|openai|playground|prompt-engineering|prompt-management|ycombinator,TypeScript:llm,"🧊 Open source LLM observability platform. One line of code to monitor, evaluate, and experiment. YC W23 🍓",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
lightdash/lightdash,https://github.com/lightdash/lightdash,6135,775,1030,TypeScript,2021-03-19T09:44:40Z,2026-09-13T20:53:54Z,NOASSERTION,business-intelligence|data-analytics|data-visualization|dbt,TypeScript:agent:stars>=600,Agentic BI. Analytics at the speed of code ⚡️,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
elder-plinius/T3MP3ST,https://github.com/elder-plinius/T3MP3ST,6115,1288,5,TypeScript,2026-07-02T17:53:55Z,2026-09-08T16:37:44Z,AGPL-3.0,agents|ai|multi-agent|offensive-security|redteam,TypeScript:agent:stars>=600|TypeScript:harness|TypeScript:multi-agent,autonomous red teaming platform; multi-agent offensive-security meta-harness,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,true,false,true,L0,manifest-full,,,false,0
netease-youdao/LobsterAI,https://github.com/netease-youdao/LobsterAI,6020,962,607,TypeScript,2026-02-12T09:56:20Z,2026-09-13T03:12:23Z,MIT,agent|ai-agent|ai-assistant|automation|autonomous-agents|chatbot|copilot|cross-platform|desktop-app|electron|llm|mcp|office-automation|openclaw|productivity|react|tyepscript,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:chatbot|TypeScript:copilot|TypeScript:llm|TypeScript:mcp","Open-source, desktop-grade AI agent that gets real work done — data analysis, slides, docs, video & web research. Built on OpenClaw; runs tools on your real desktop and takes commands from your phone via WeChat, Feishu, DingTalk & Telegram.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
PawanOsman/OpenCursor,https://github.com/PawanOsman/OpenCursor,6016,1031,4,TypeScript,2022-12-06T16:39:11Z,2026-09-11T10:16:59Z,MIT,agent|ai|code|coder|cursor|extension|ide|vscode,TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:mcp|TypeScript:multi-agent,"Open-source Cursor-like AI coding agent for VS Code - agentic chat, multi-provider LLMs (OpenAI, Ollama, llama.cpp), semantic search, and MCP support",true,agent,coding-agent,0.72,paths,true,true,true,false,false,false,false,true,L0,manifest-full,,,false,0
Devin-AXIS/iPolloWork,https://github.com/Devin-AXIS/iPolloWork,5979,1138,81,TypeScript,2025-08-25T03:57:40Z,2026-09-14T02:12:53Z,NOASSERTION,agent-collaboration|agent-skills|ai-agents|ai-work|claude-code|codex|codex-plugin|deepseek-harness|dsh-plugin|enterprise-agent-workspace|hermes-agent|ipollowork-plugin|ipollowork-skill|multi-agent-workspace|opencode|opencode-plugin|self-evolving-ai|visual-editor,TypeScript:agent:stars>=600|TypeScript:harness|TypeScript:multi-agent,"Enterprise-grade, local-first Agent Workbench for people and agent teams. A unified multi-engine workspace for Codex Harness, DeepSeek Harness, and OpenCode, with unified plugins and Skills, multi-agent projects and tasks, and editable code, documents, presentations, design, and video.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
vercel-labs/open-agents,https://github.com/vercel-labs/open-agents,5817,757,57,TypeScript,2025-12-26T17:01:07Z,2026-08-29T08:05:05Z,MIT,agent|agents|ai|background-agents,TypeScript:agent:stars>=600,An open source template for building cloud agents.,true,agent,workflow-agent,0.85,manifest,true,true,true,false,true,false,false,true,L0,manifest-full,,,false,0
PySpur-Dev/pyspur,https://github.com/PySpur-Dev/pyspur,5785,428,42,TypeScript,2024-09-23T17:24:52Z,2026-06-29T17:53:12Z,Apache-2.0,agent|agents|ai|builder|deepseek|framework|gemini|graph|human-in-the-loop|llm|llms|loops|multimodal|ollama|python|rag|reasoning|tool|trace|workflow,TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:rag|TypeScript:workflow,A visual playground for agentic workflows: Iterate over your agents 10x faster,true,agent,workflow-agent,0.77,paths,true,true,true,false,true,false,false,false,L0,manifest-full,,,false,0
generalaction/emdash,https://github.com/generalaction/emdash,5736,588,96,TypeScript,2025-08-28T07:19:57Z,2026-09-11T16:49:50Z,Apache-2.0,agenticdevelopment|agenticdevelopmentenvironment|ai|claude-code|cli|coding-agents|codingagents|containerization|docker|gitworktrees|jira|linear|llm|openai|opensource|orchestration|parallel-agents|parallelexecution|terminal,TypeScript:agent:stars>=600|TypeScript:llm,Emdash is the Open-Source Agentic Development Environment (🧡 YC W26). Run multiple coding agents in parallel. Use any provider.,true,agent,coding-agent,0.83,paths,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
tech-leads-club/agent-skills,https://github.com/tech-leads-club/agent-skills,5706,501,30,TypeScript,2026-01-19T13:21:32Z,2026-09-12T15:29:58Z,NOASSERTION,agent|ai|antigravity|claude-code|copilot|cursor|skills,TypeScript:agent:stars>=600|TypeScript:copilot,"The secure, validated skill registry for professional AI coding agents. Extend Antigravity, Claude Code, Cursor, Copilot and more with absolute confidence.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
cloudflare/agents,https://github.com/cloudflare/agents,5555,711,183,TypeScript,2025-01-29T23:14:04Z,2026-09-12T11:57:26Z,MIT,agents|ai|cloudflare|durable-objects|workflows,"TypeScript:""AI agent""|TypeScript:agent:stars>=600",Build and deploy AI Agents on Cloudflare ,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,true,false,true,L1,tarball,effect,gen|error,false,2
ATH-MaaS/ComfyUI-Copilot,https://github.com/ATH-MaaS/ComfyUI-Copilot,5513,363,51,TypeScript,2025-02-14T09:02:28Z,2026-09-11T02:19:06Z,MIT,agent|ai|comfy-ui|comfyui|comfyui-nodes|copilot|deepseek|deepseek-v3|flux|gpt-4|llm-agent|rag|stable-diffusion,TypeScript:agent:stars>=600|TypeScript:copilot|TypeScript:rag|TypeScript:workflow,An AI-powered custom node for ComfyUI designed to enhance workflow automation and provide intelligent assistance,true,agent,single-agent,0.72,paths,true,true,true,false,false,false,false,true,L0,manifest-full,,,false,0
truefoundry/trueforge,https://github.com/truefoundry/trueforge,5414,408,86,TypeScript,2026-07-23T09:16:13Z,2026-09-13T22:40:27Z,MIT,agent|agentic-ai|agents|harness|harness-engineering,TypeScript:agent:stars>=600|TypeScript:harness|TypeScript:llm,The open-source agent harness - the runtime layer that turns an LLM into a working agent.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
breaking-brake/cc-wf-studio,https://github.com/breaking-brake/cc-wf-studio,5380,568,45,TypeScript,2025-11-01T16:04:15Z,2026-09-13T19:58:09Z,NOASSERTION,agent-skills|claude-code|mcp-tools|slash-commands|sub-agents|vscode-extension|workflow-automation,TypeScript:workflow,CC Workflow Studio,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,true,false,L0,manifest-full,,,false,0
apache/maka,https://github.com/apache/maka,5354,497,484,TypeScript,2026-05-27T15:46:05Z,2026-09-14T02:09:15Z,Apache-2.0,agent-runtime|ai|ai-agent|apache|cli|desktop|electron|event-sourcing|incubator|llm|local-first|maka|tool-use|typescript,TypeScript:agent:stars>=600|TypeScript:llm,Apache Maka (Incubating) is a high-performance agent workspace that keeps a complete record of everything it did.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
nanbingxyz/5ire,https://github.com/nanbingxyz/5ire,5347,431,76,TypeScript,2024-01-06T06:57:15Z,2026-07-15T10:23:01Z,NOASSERTION,knowledge-base|llms|mcp|mcp-client|model-context-protocol,TypeScript:mcp,"5ire is a cross-platform desktop AI assistant, MCP client. It compatible with major service providers,  supports local knowledge base and  tools via model context protocol servers .",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
KnockOutEZ/wigolo,https://github.com/KnockOutEZ/wigolo,5249,418,59,TypeScript,2026-04-12T15:04:11Z,2026-09-13T10:13:51Z,NOASSERTION,agent|ai|ai-agent|claude|cli|developer-tools|local-first|mcp|mcp-server|metasearch|model-context-protocol|nodejs|privacy|rag|search|search-engine|typescript|web-crawler|web-scraping|web-search,TypeScript:agent:stars>=600|TypeScript:mcp|TypeScript:rag,"The go-to web for your AI coding agent — local-first search, fetch, crawl & research over MCP. No API keys, no cloud, $0/query. Public beta.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,true,false,L0,manifest-full,,,false,0
shareAI-lab/Kode-CLI,https://github.com/shareAI-lab/Kode-CLI,5217,767,3,TypeScript,2025-07-12T14:21:51Z,2026-08-27T19:10:11Z,Apache-2.0,,TypeScript:agent:stars>=600|TypeScript:workflow,Kode CLI — Design for post-human workflows. One unit agent for every human & computer task.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
vercel/eve,https://github.com/vercel/eve,5101,536,858,TypeScript,2026-06-16T10:51:20Z,2026-09-14T02:23:58Z,Apache-2.0,agent|framework|harness|javascript|markdown|sandbox|typescript|vercel|workflows,TypeScript:agent:stars>=600|TypeScript:harness,The Open Framework for Building Agents,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,true,true,true,L0,manifest-full,,,false,0
Marker-Inc-Korea/AutoRAG,https://github.com/Marker-Inc-Korea/AutoRAG,5071,433,140,TypeScript,2024-01-10T12:25:00Z,2026-09-13T06:18:51Z,NOASSERTION,analysis|automl|benchmarking|document-parser|embeddings|evaluation|llm|llm-evaluation|llm-ops|open-source|ops|optimization|pipeline|python|qa|rag|rag-evaluation|retrieval-augmented-generation,TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:rag,AutoRAG: Now your agent can find anything in your computer. It gets smarter if you are using it frequently.,true,agent,workflow-agent,0.83,paths,true,true,true,false,true,false,true,false,L0,manifest-full,,,false,0
dtyq/magic,https://github.com/dtyq/magic,5026,561,18,TypeScript,2025-05-14T22:04:29Z,2026-08-12T12:46:11Z,NOASSERTION,agent|agi|ai|gpt|llm|low-code|mcp|no-code|sandbox|super-magic|workflow,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:mcp|TypeScript:workflow",Magicrew. The first open-source all-in-one AI productivity platform (Generalist AI Agent + Workflow Engine + IM + Online collaborative office system),true,agent,multi-agent,0.83,paths,true,true,true,true,true,true,true,true,L0,manifest-full,,,false,0
campfirein/byterover-cli,https://github.com/campfirein/byterover-cli,4957,454,23,TypeScript,2025-06-19T22:40:22Z,2026-06-25T17:00:57Z,NOASSERTION,agent|ai|autonomous-agents|cli|coding-assistant|context-memory|developer-tools|knowledge-management|llm|mcp|memory|typescript|vibe-coding,TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:mcp,ByteRover CLI (brv) - The portable memory layer for  autonomous coding agents (formerly Cipher),true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,true,true,true,L0,manifest-full,,,false,0
